,colorIdentity,U,R,G,W,B ,None
43454,R,0,1,0,0,0,0
43457,B,0,0,0,0,1,0
43458,B,0,0,0,0,1,0
43462,B,0,0,0,0,1,0
43464,U,1,0,0,0,0,0
43468,B,0,0,0,0,1,0
43472,,0,0,0,0,0,1
43487,RU,1,1,0,0,0,0
43496,UW,1,0,0,1,0,0
43499,B,0,0,0,0,1,0
43500,R,0,1,0,0,0,0
43501,R,0,1,0,0,0,0
43515,U,1,0,0,0,0,0
43520,BG,0,0,1,0,1,0
43522,,0,0,0,0,0,1
43527,B,0,0,0,0,1,0
43532,W,0,0,0,1,0,0
43543,G,0,0,1,0,0,0
43546,B,0,0,0,0,1,0
43547,,0,0,0,0,0,1
43550,R,0,1,0,0,0,0
43552,B,0,0,0,0,1,0
43553,R,0,1,0,0,0,0
43563,U,1,0,0,0,0,0
43565,RU,1,1,0,0,0,0
43569,B,0,0,0,0,1,0
43574,B,0,0,0,0,1,0
43582,B,0,0,0,0,1,0
43585,B,0,0,0,0,1,0
43589,W,0,0,0,1,0,0
43595,R,0,1,0,0,0,0
43598,W,0,0,0,1,0,0
43602,RW,0,1,0,1,0,0
43620,,0,0,0,0,0,1
43624,W,0,0,0,1,0,0
43627,RW,0,1,0,1,0,0
43628,R,0,1,0,0,0,0
43633,B,0,0,0,0,1,0
43635,,0,0,0,0,0,1
43640,B,0,0,0,0,1,0
43644,W,0,0,0,1,0,0
43647,BR,0,1,0,0,1,0
43649,R,0,1,0,0,0,0
43650,U,1,0,0,0,0,0
43657,,0,0,0,0,0,1
43659,W,0,0,0,1,0,0
43661,B,0,0,0,0,1,0
43666,B,0,0,0,0,1,0
43671,U,1,0,0,0,0,0
43672,,0,0,0,0,0,1
43674,G,0,0,1,0,0,0
43681,B,0,0,0,0,1,0
43682,,0,0,0,0,0,1
43684,,0,0,0,0,0,1
43692,R,0,1,0,0,0,0
43693,,0,0,0,0,0,1
43694,R,0,1,0,0,0,0
43698,W,0,0,0,1,0,0
43699,U,1,0,0,0,0,0
43700,,0,0,0,0,0,1
43701,,0,0,0,0,0,1
43702,R,0,1,0,0,0,0
43714,R,0,1,0,0,0,0
43718,B,0,0,0,0,1,0
43721,,0,0,0,0,0,1
43722,U,1,0,0,0,0,0
43723,W,0,0,0,1,0,0
43725,GW,0,0,1,1,0,0
43729,W,0,0,0,1,0,0
43732,BG,0,0,1,0,1,0
43737,BR,0,1,0,0,1,0
43745,R,0,1,0,0,0,0
43746,,0,0,0,0,0,1
43752,G,0,0,1,0,0,0
43754,W,0,0,0,1,0,0
43761,W,0,0,0,1,0,0
43764,GW,0,0,1,1,0,0
43768,RW,0,1,0,1,0,0
43771,R,0,1,0,0,0,0
43773,BG,0,0,1,0,1,0
43779,,0,0,0,0,0,1
43786,U,1,0,0,0,0,0
43796,,0,0,0,0,0,1
43802,R,0,1,0,0,0,0
43807,W,0,0,0,1,0,0
43817,U,1,0,0,0,0,0
43825,W,0,0,0,1,0,0
43826,,0,0,0,0,0,1
43829,BR,0,1,0,0,1,0
43835,B,0,0,0,0,1,0
43836,B,0,0,0,0,1,0
43837,U,1,0,0,0,0,0
43849,BG,0,0,1,0,1,0
43851,R,0,1,0,0,0,0
43860,R,0,1,0,0,0,0
43861,G,0,0,1,0,0,0
43862,G,0,0,1,0,0,0
43867,G,0,0,1,0,0,0
43868,U,1,0,0,0,0,0
43871,G,0,0,1,0,0,0
43882,G,0,0,1,0,0,0
43884,B,0,0,0,0,1,0
43887,G,0,0,1,0,0,0
43888,B,0,0,0,0,1,0
43890,G,0,0,1,0,0,0
43894,R,0,1,0,0,0,0
43900,R,0,1,0,0,0,0
43905,W,0,0,0,1,0,0
43909,W,0,0,0,1,0,0
43915,,0,0,0,0,0,1
43916,BR,0,1,0,0,1,0
43920,B,0,0,0,0,1,0
43922,U,1,0,0,0,0,0
43923,UW,1,0,0,1,0,0
43930,G,0,0,1,0,0,0
43934,W,0,0,0,1,0,0
43937,,0,0,0,0,0,1
43941,GR,0,1,1,0,0,0
43942,R,0,1,0,0,0,0
43943,W,0,0,0,1,0,0
43947,R,0,1,0,0,0,0
43950,R,0,1,0,0,0,0
43956,R,0,1,0,0,0,0
43962,BRU,1,1,0,0,1,0
43964,R,0,1,0,0,0,0
43967,B,0,0,0,0,1,0
43968,R,0,1,0,0,0,0
43969,W,0,0,0,1,0,0
43980,R,0,1,0,0,0,0
43981,,0,0,0,0,0,1
43983,U,1,0,0,0,0,0
43988,G,0,0,1,0,0,0
44003,G,0,0,1,0,0,0
44004,W,0,0,0,1,0,0
44005,,0,0,0,0,0,1
44010,RU,1,1,0,0,0,0
44012,BR,0,1,0,0,1,0
44016,GUW,1,0,1,1,0,0
44017,U,1,0,0,0,0,0
44027,W,0,0,0,1,0,0
44032,W,0,0,0,1,0,0
44036,W,0,0,0,1,0,0
44038,U,1,0,0,0,0,0
44040,U,1,0,0,0,0,0
44042,R,0,1,0,0,0,0
44054,,0,0,0,0,0,1
44056,W,0,0,0,1,0,0
44061,R,0,1,0,0,0,0
44062,U,1,0,0,0,0,0
44064,W,0,0,0,1,0,0
44065,W,0,0,0,1,0,0
44067,W,0,0,0,1,0,0
44068,B,0,0,0,0,1,0
44069,B,0,0,0,0,1,0
44070,U,1,0,0,0,0,0
44071,W,0,0,0,1,0,0
44072,U,1,0,0,0,0,0
44078,,0,0,0,0,0,1
44079,U,1,0,0,0,0,0
44082,R,0,1,0,0,0,0
44085,U,1,0,0,0,0,0
44086,B,0,0,0,0,1,0
44089,B,0,0,0,0,1,0
44090,G,0,0,1,0,0,0
44093,U,1,0,0,0,0,0
44101,G,0,0,1,0,0,0
44103,BW,0,0,0,1,1,0
44108,,0,0,0,0,0,1
44110,W,0,0,0,1,0,0
44115,,0,0,0,0,0,1
44117,G,0,0,1,0,0,0
44121,G,0,0,1,0,0,0
44129,U,1,0,0,0,0,0
44138,R,0,1,0,0,0,0
44142,R,0,1,0,0,0,0
44150,R,0,1,0,0,0,0
44161,R,0,1,0,0,0,0
44168,B,0,0,0,0,1,0
44171,R,0,1,0,0,0,0
44172,W,0,0,0,1,0,0
44176,B,0,0,0,0,1,0
44178,RU,1,1,0,0,0,0
44180,,0,0,0,0,0,1
44186,,0,0,0,0,0,1
44189,U,1,0,0,0,0,0
44200,,0,0,0,0,0,1
44204,U,1,0,0,0,0,0
44207,W,0,0,0,1,0,0
44208,BW,0,0,0,1,1,0
44209,B,0,0,0,0,1,0
44212,BG,0,0,1,0,1,0
44214,W,0,0,0,1,0,0
44216,G,0,0,1,0,0,0
44220,B,0,0,0,0,1,0
44221,U,1,0,0,0,0,0
44222,W,0,0,0,1,0,0
44226,GUW,1,0,1,1,0,0
44227,UW,1,0,0,1,0,0
44241,BG,0,0,1,0,1,0
44255,,0,0,0,0,0,1
44259,BW,0,0,0,1,1,0
44264,U,1,0,0,0,0,0
44265,B,0,0,0,0,1,0
44276,U,1,0,0,0,0,0
44280,BG,0,0,1,0,1,0
44283,R,0,1,0,0,0,0
44288,,0,0,0,0,0,1
44291,B,0,0,0,0,1,0
44305,G,0,0,1,0,0,0
44309,U,1,0,0,0,0,0
44310,W,0,0,0,1,0,0
44315,GW,0,0,1,1,0,0
44318,G,0,0,1,0,0,0
44320,G,0,0,1,0,0,0
44325,W,0,0,0,1,0,0
44328,R,0,1,0,0,0,0
44331,U,1,0,0,0,0,0
44335,G,0,0,1,0,0,0
44342,G,0,0,1,0,0,0
44348,G,0,0,1,0,0,0
44350,,0,0,0,0,0,1
44356,,0,0,0,0,0,1
44360,W,0,0,0,1,0,0
44367,U,1,0,0,0,0,0
44368,BU,1,0,0,0,1,0
44369,U,1,0,0,0,0,0
44383,BU,1,0,0,0,1,0
44389,GW,0,0,1,1,0,0
44391,,0,0,0,0,0,1
44397,B,0,0,0,0,1,0
44405,R,0,1,0,0,0,0
44407,W,0,0,0,1,0,0
44414,B,0,0,0,0,1,0
44424,B,0,0,0,0,1,0
44426,U,1,0,0,0,0,0
44434,,0,0,0,0,0,1
44445,U,1,0,0,0,0,0
44447,G,0,0,1,0,0,0
44451,W,0,0,0,1,0,0
44456,R,0,1,0,0,0,0
44461,U,1,0,0,0,0,0
44463,W,0,0,0,1,0,0
44464,U,1,0,0,0,0,0
44467,,0,0,0,0,0,1
44472,BG,0,0,1,0,1,0
44474,B,0,0,0,0,1,0
44475,R,0,1,0,0,0,0
44478,B,0,0,0,0,1,0
44481,,0,0,0,0,0,1
44482,B,0,0,0,0,1,0
44483,R,0,1,0,0,0,0
44485,U,1,0,0,0,0,0
44486,RW,0,1,0,1,0,0
44492,W,0,0,0,1,0,0
44495,U,1,0,0,0,0,0
44496,U,1,0,0,0,0,0
44501,G,0,0,1,0,0,0
44504,B,0,0,0,0,1,0
44505,W,0,0,0,1,0,0
44513,W,0,0,0,1,0,0
44515,B,0,0,0,0,1,0
44516,B,0,0,0,0,1,0
44517,B,0,0,0,0,1,0
44522,W,0,0,0,1,0,0
44524,R,0,1,0,0,0,0
44529,R,0,1,0,0,0,0
44532,R,0,1,0,0,0,0
44539,GU,1,0,1,0,0,0
44540,G,0,0,1,0,0,0
44543,R,0,1,0,0,0,0
44552,B,0,0,0,0,1,0
44553,U,1,0,0,0,0,0
44556,B,0,0,0,0,1,0
44568,U,1,0,0,0,0,0
44569,W,0,0,0,1,0,0
44570,BU,1,0,0,0,1,0
44576,W,0,0,0,1,0,0
44594,G,0,0,1,0,0,0
44601,,0,0,0,0,0,1
44611,W,0,0,0,1,0,0
44613,W,0,0,0,1,0,0
44615,G,0,0,1,0,0,0
44618,G,0,0,1,0,0,0
44621,R,0,1,0,0,0,0
44625,B,0,0,0,0,1,0
44638,B,0,0,0,0,1,0
44640,R,0,1,0,0,0,0
44643,B,0,0,0,0,1,0
44648,W,0,0,0,1,0,0
44655,W,0,0,0,1,0,0
44657,BG,0,0,1,0,1,0
44659,G,0,0,1,0,0,0
44670,W,0,0,0,1,0,0
44673,W,0,0,0,1,0,0
44682,U,1,0,0,0,0,0
44689,G,0,0,1,0,0,0
44696,B,0,0,0,0,1,0
44699,,0,0,0,0,0,1
44702,,0,0,0,0,0,1
44706,W,0,0,0,1,0,0
44707,B,0,0,0,0,1,0
44708,UW,1,0,0,1,0,0
44719,G,0,0,1,0,0,0
44727,R,0,1,0,0,0,0
44728,G,0,0,1,0,0,0
44730,R,0,1,0,0,0,0
44732,,0,0,0,0,0,1
44743,G,0,0,1,0,0,0
44745,W,0,0,0,1,0,0
44753,B,0,0,0,0,1,0
44761,,0,0,0,0,0,1
44762,U,1,0,0,0,0,0
44769,W,0,0,0,1,0,0
44775,RUW,1,1,0,1,0,0
44779,R,0,1,0,0,0,0
44781,U,1,0,0,0,0,0
44785,G,0,0,1,0,0,0
44791,R,0,1,0,0,0,0
44794,U,1,0,0,0,0,0
44796,G,0,0,1,0,0,0
44799,,0,0,0,0,0,1
44801,,0,0,0,0,0,1
44802,R,0,1,0,0,0,0
44803,,0,0,0,0,0,1
44807,BG,0,0,1,0,1,0
44808,G,0,0,1,0,0,0
44811,G,0,0,1,0,0,0
44812,B,0,0,0,0,1,0
44816,R,0,1,0,0,0,0
44821,B,0,0,0,0,1,0
44824,BR,0,1,0,0,1,0
44829,R,0,1,0,0,0,0
44831,U,1,0,0,0,0,0
44833,G,0,0,1,0,0,0
44834,W,0,0,0,1,0,0
44835,RU,1,1,0,0,0,0
44838,UW,1,0,0,1,0,0
44840,W,0,0,0,1,0,0
44841,G,0,0,1,0,0,0
44843,G,0,0,1,0,0,0
44854,B,0,0,0,0,1,0
44855,U,1,0,0,0,0,0
44857,R,0,1,0,0,0,0
44865,U,1,0,0,0,0,0
44868,G,0,0,1,0,0,0
44878,R,0,1,0,0,0,0
44883,W,0,0,0,1,0,0
44886,R,0,1,0,0,0,0
44900,B,0,0,0,0,1,0
44901,R,0,1,0,0,0,0
44905,U,1,0,0,0,0,0
44908,R,0,1,0,0,0,0
44911,W,0,0,0,1,0,0
44913,R,0,1,0,0,0,0
44914,RUW,1,1,0,1,0,0
44916,B,0,0,0,0,1,0
44918,R,0,1,0,0,0,0
44924,G,0,0,1,0,0,0
44927,W,0,0,0,1,0,0
44929,G,0,0,1,0,0,0
44935,U,1,0,0,0,0,0
44944,B,0,0,0,0,1,0
44949,BW,0,0,0,1,1,0
44964,B,0,0,0,0,1,0
44967,R,0,1,0,0,0,0
44968,G,0,0,1,0,0,0
44969,R,0,1,0,0,0,0
44973,U,1,0,0,0,0,0
44977,W,0,0,0,1,0,0
44982,,0,0,0,0,0,1
44985,GRW,0,1,1,1,0,0
44989,U,1,0,0,0,0,0
44994,U,1,0,0,0,0,0
44995,G,0,0,1,0,0,0
44998,B,0,0,0,0,1,0
45007,W,0,0,0,1,0,0
45010,B,0,0,0,0,1,0
45014,B,0,0,0,0,1,0
45015,G,0,0,1,0,0,0
45019,U,1,0,0,0,0,0
45021,W,0,0,0,1,0,0
45022,R,0,1,0,0,0,0
45028,U,1,0,0,0,0,0
45036,,0,0,0,0,0,1
45037,W,0,0,0,1,0,0
45038,U,1,0,0,0,0,0
45048,GR,0,1,1,0,0,0
45050,R,0,1,0,0,0,0
45052,U,1,0,0,0,0,0
45062,G,0,0,1,0,0,0
45067,R,0,1,0,0,0,0
45072,,0,0,0,0,0,1
45076,U,1,0,0,0,0,0
45077,U,1,0,0,0,0,0
45085,,0,0,0,0,0,1
45098,W,0,0,0,1,0,0
45103,W,0,0,0,1,0,0
45107,R,0,1,0,0,0,0
45114,R,0,1,0,0,0,0
45115,BW,0,0,0,1,1,0
45118,R,0,1,0,0,0,0
45119,B,0,0,0,0,1,0
45120,,0,0,0,0,0,1
45138,U,1,0,0,0,0,0
45140,U,1,0,0,0,0,0
45141,,0,0,0,0,0,1
45145,W,0,0,0,1,0,0
45149,BW,0,0,0,1,1,0
45153,U,1,0,0,0,0,0
45163,B,0,0,0,0,1,0
45166,UW,1,0,0,1,0,0
45170,R,0,1,0,0,0,0
45171,W,0,0,0,1,0,0
45174,B,0,0,0,0,1,0
45179,R,0,1,0,0,0,0
45188,BU,1,0,0,0,1,0
45191,B,0,0,0,0,1,0
45196,G,0,0,1,0,0,0
45207,U,1,0,0,0,0,0
45208,,0,0,0,0,0,1
45211,W,0,0,0,1,0,0
45212,B,0,0,0,0,1,0
45214,U,1,0,0,0,0,0
45217,G,0,0,1,0,0,0
45230,B,0,0,0,0,1,0
45233,BR,0,1,0,0,1,0
45236,,0,0,0,0,0,1
45248,W,0,0,0,1,0,0
45252,U,1,0,0,0,0,0
45258,R,0,1,0,0,0,0
45264,,0,0,0,0,0,1
45267,W,0,0,0,1,0,0
45271,BG,0,0,1,0,1,0
45274,B,0,0,0,0,1,0
45281,G,0,0,1,0,0,0
45285,,0,0,0,0,0,1
45286,U,1,0,0,0,0,0
45289,W,0,0,0,1,0,0
45290,,0,0,0,0,0,1
45295,GU,1,0,1,0,0,0
45299,R,0,1,0,0,0,0
45305,W,0,0,0,1,0,0
45307,,0,0,0,0,0,1
45308,G,0,0,1,0,0,0
45309,,0,0,0,0,0,1
45312,B,0,0,0,0,1,0
45314,BW,0,0,0,1,1,0
45317,R,0,1,0,0,0,0
45327,W,0,0,0,1,0,0
45337,W,0,0,0,1,0,0
45343,BG,0,0,1,0,1,0
45345,U,1,0,0,0,0,0
45346,RW,0,1,0,1,0,0
45348,G,0,0,1,0,0,0
45353,,0,0,0,0,0,1
45360,R,0,1,0,0,0,0
45364,W,0,0,0,1,0,0
45365,BGU,1,0,1,0,1,0
45366,,0,0,0,0,0,1
45367,R,0,1,0,0,0,0
45374,W,0,0,0,1,0,0
45378,,0,0,0,0,0,1
45387,U,1,0,0,0,0,0
45389,B,0,0,0,0,1,0
45392,B,0,0,0,0,1,0
45400,B,0,0,0,0,1,0
45403,R,0,1,0,0,0,0
45410,G,0,0,1,0,0,0
45411,GW,0,0,1,1,0,0
45414,BRW,0,1,0,1,1,0
45415,R,0,1,0,0,0,0
45419,,0,0,0,0,0,1
45428,W,0,0,0,1,0,0
45438,U,1,0,0,0,0,0
45439,B,0,0,0,0,1,0
45442,B,0,0,0,0,1,0
45445,U,1,0,0,0,0,0
45446,B,0,0,0,0,1,0
45454,B,0,0,0,0,1,0
45456,,0,0,0,0,0,1
45459,R,0,1,0,0,0,0
45468,RU,1,1,0,0,0,0
45470,W,0,0,0,1,0,0
45472,B,0,0,0,0,1,0
45474,,0,0,0,0,0,1
45475,BGRUW,1,1,1,1,1,0
45478,B,0,0,0,0,1,0
45489,U,1,0,0,0,0,0
45499,U,1,0,0,0,0,0
45505,G,0,0,1,0,0,0
45511,BR,0,1,0,0,1,0
45513,B,0,0,0,0,1,0
45515,G,0,0,1,0,0,0
45517,G,0,0,1,0,0,0
45519,R,0,1,0,0,0,0
45521,R,0,1,0,0,0,0
45522,R,0,1,0,0,0,0
45525,B,0,0,0,0,1,0
45531,B,0,0,0,0,1,0
45538,U,1,0,0,0,0,0
45541,G,0,0,1,0,0,0
45542,R,0,1,0,0,0,0
45543,,0,0,0,0,0,1
45544,,0,0,0,0,0,1
45548,U,1,0,0,0,0,0
45551,,0,0,0,0,0,1
45554,,0,0,0,0,0,1
45557,U,1,0,0,0,0,0
45569,BW,0,0,0,1,1,0
45571,W,0,0,0,1,0,0
45575,B,0,0,0,0,1,0
45577,G,0,0,1,0,0,0
45581,G,0,0,1,0,0,0
45588,U,1,0,0,0,0,0
45590,G,0,0,1,0,0,0
45592,G,0,0,1,0,0,0
45593,B,0,0,0,0,1,0
45606,U,1,0,0,0,0,0
45617,U,1,0,0,0,0,0
45620,BGU,1,0,1,0,1,0
45621,R,0,1,0,0,0,0
45624,,0,0,0,0,0,1
45625,R,0,1,0,0,0,0
45629,U,1,0,0,0,0,0
45631,W,0,0,0,1,0,0
45634,GW,0,0,1,1,0,0
45637,B,0,0,0,0,1,0
45638,R,0,1,0,0,0,0
45641,B,0,0,0,0,1,0
45654,W,0,0,0,1,0,0
45655,G,0,0,1,0,0,0
45661,R,0,1,0,0,0,0
45663,B,0,0,0,0,1,0
45671,,0,0,0,0,0,1
45675,BR,0,1,0,0,1,0
45676,G,0,0,1,0,0,0
45683,R,0,1,0,0,0,0
45685,W,0,0,0,1,0,0
45692,W,0,0,0,1,0,0
45694,B,0,0,0,0,1,0
45695,B,0,0,0,0,1,0
45696,G,0,0,1,0,0,0
45699,W,0,0,0,1,0,0
45708,R,0,1,0,0,0,0
45710,B,0,0,0,0,1,0
45718,GRW,0,1,1,1,0,0
45719,UW,1,0,0,1,0,0
45721,,0,0,0,0,0,1
45723,U,1,0,0,0,0,0
45724,G,0,0,1,0,0,0
45726,R,0,1,0,0,0,0
45729,B,0,0,0,0,1,0
45730,,0,0,0,0,0,1
45738,W,0,0,0,1,0,0
45739,U,1,0,0,0,0,0
45752,U,1,0,0,0,0,0
45759,,0,0,0,0,0,1
45766,G,0,0,1,0,0,0
45767,R,0,1,0,0,0,0
45770,W,0,0,0,1,0,0
45774,U,1,0,0,0,0,0
45775,,0,0,0,0,0,1
45776,R,0,1,0,0,0,0
45779,,0,0,0,0,0,1
45790,U,1,0,0,0,0,0
45795,B,0,0,0,0,1,0
45803,U,1,0,0,0,0,0
45814,,0,0,0,0,0,1
45815,W,0,0,0,1,0,0
45817,W,0,0,0,1,0,0
45818,U,1,0,0,0,0,0
45828,R,0,1,0,0,0,0
45832,U,1,0,0,0,0,0
45833,BU,1,0,0,0,1,0
45834,BW,0,0,0,1,1,0
45837,W,0,0,0,1,0,0
45846,U,1,0,0,0,0,0
45848,B,0,0,0,0,1,0
45853,R,0,1,0,0,0,0
45854,R,0,1,0,0,0,0
45857,UW,1,0,0,1,0,0
45860,R,0,1,0,0,0,0
45871,W,0,0,0,1,0,0
45873,G,0,0,1,0,0,0
45875,BG,0,0,1,0,1,0
45876,,0,0,0,0,0,1
45878,B,0,0,0,0,1,0
45880,R,0,1,0,0,0,0
45890,R,0,1,0,0,0,0
45892,GW,0,0,1,1,0,0
45893,W,0,0,0,1,0,0
45908,,0,0,0,0,0,1
45909,BU,1,0,0,0,1,0
45910,W,0,0,0,1,0,0
45912,,0,0,0,0,0,1
45918,,0,0,0,0,0,1
45928,BU,1,0,0,0,1,0
45929,U,1,0,0,0,0,0
45930,G,0,0,1,0,0,0
45934,U,1,0,0,0,0,0
45946,BR,0,1,0,0,1,0
45947,G,0,0,1,0,0,0
45952,R,0,1,0,0,0,0
45953,B,0,0,0,0,1,0
45955,W,0,0,0,1,0,0
45960,,0,0,0,0,0,1
45964,U,1,0,0,0,0,0
45977,R,0,1,0,0,0,0
45978,B,0,0,0,0,1,0
45981,,0,0,0,0,0,1
45982,BR,0,1,0,0,1,0
45985,U,1,0,0,0,0,0
45987,,0,0,0,0,0,1
45988,B,0,0,0,0,1,0
45990,W,0,0,0,1,0,0
46006,G,0,0,1,0,0,0
46011,U,1,0,0,0,0,0
46013,U,1,0,0,0,0,0
46024,GU,1,0,1,0,0,0
46025,GW,0,0,1,1,0,0
46026,R,0,1,0,0,0,0
46029,G,0,0,1,0,0,0
46030,W,0,0,0,1,0,0
46031,U,1,0,0,0,0,0
46032,U,1,0,0,0,0,0
46035,BGRUW,1,1,1,1,1,0
46052,W,0,0,0,1,0,0
46063,G,0,0,1,0,0,0
46064,U,1,0,0,0,0,0
46065,U,1,0,0,0,0,0
46066,W,0,0,0,1,0,0
46068,G,0,0,1,0,0,0
46072,G,0,0,1,0,0,0
46077,R,0,1,0,0,0,0
46080,B,0,0,0,0,1,0
46082,W,0,0,0,1,0,0
46083,,0,0,0,0,0,1
46088,BG,0,0,1,0,1,0
46089,BGR,0,1,1,0,1,0
46093,U,1,0,0,0,0,0
46098,U,1,0,0,0,0,0
46100,,0,0,0,0,0,1
46101,,0,0,0,0,0,1
46102,G,0,0,1,0,0,0
46103,BRU,1,1,0,0,1,0
46105,G,0,0,1,0,0,0
46107,W,0,0,0,1,0,0
46109,B,0,0,0,0,1,0
46124,W,0,0,0,1,0,0
46129,UW,1,0,0,1,0,0
46137,U,1,0,0,0,0,0
46149,W,0,0,0,1,0,0
46151,U,1,0,0,0,0,0
46152,,0,0,0,0,0,1
46153,R,0,1,0,0,0,0
46154,B,0,0,0,0,1,0
46158,W,0,0,0,1,0,0
46159,B,0,0,0,0,1,0
46171,B,0,0,0,0,1,0
46174,G,0,0,1,0,0,0
46176,UW,1,0,0,1,0,0
46178,B,0,0,0,0,1,0
46185,R,0,1,0,0,0,0
46187,R,0,1,0,0,0,0
46190,R,0,1,0,0,0,0
46191,W,0,0,0,1,0,0
46192,W,0,0,0,1,0,0
46200,BU,1,0,0,0,1,0
46203,B,0,0,0,0,1,0
46213,BRU,1,1,0,0,1,0
46219,B,0,0,0,0,1,0
46221,R,0,1,0,0,0,0
46238,G,0,0,1,0,0,0
46239,U,1,0,0,0,0,0
46241,,0,0,0,0,0,1
46244,,0,0,0,0,0,1
46245,GUW,1,0,1,1,0,0
46246,U,1,0,0,0,0,0
46248,U,1,0,0,0,0,0
46249,W,0,0,0,1,0,0
46251,B,0,0,0,0,1,0
46259,B,0,0,0,0,1,0
46261,W,0,0,0,1,0,0
46263,W,0,0,0,1,0,0
46264,B,0,0,0,0,1,0
46269,U,1,0,0,0,0,0
46278,B,0,0,0,0,1,0
46280,G,0,0,1,0,0,0
46289,,0,0,0,0,0,1
46294,U,1,0,0,0,0,0
46299,U,1,0,0,0,0,0
46306,G,0,0,1,0,0,0
46309,B,0,0,0,0,1,0
46317,U,1,0,0,0,0,0
46319,R,0,1,0,0,0,0
46320,BG,0,0,1,0,1,0
46321,G,0,0,1,0,0,0
46322,U,1,0,0,0,0,0
46327,R,0,1,0,0,0,0
46329,U,1,0,0,0,0,0
46334,R,0,1,0,0,0,0
46336,G,0,0,1,0,0,0
46337,B,0,0,0,0,1,0
46338,W,0,0,0,1,0,0
46341,U,1,0,0,0,0,0
46344,W,0,0,0,1,0,0
46348,R,0,1,0,0,0,0
46356,GU,1,0,1,0,0,0
46357,,0,0,0,0,0,1
46360,G,0,0,1,0,0,0
46361,W,0,0,0,1,0,0
46362,U,1,0,0,0,0,0
46363,U,1,0,0,0,0,0
46365,B,0,0,0,0,1,0
46366,U,1,0,0,0,0,0
46385,G,0,0,1,0,0,0
46386,BU,1,0,0,0,1,0
46393,B,0,0,0,0,1,0
46394,BUW,1,0,0,1,1,0
46396,,0,0,0,0,0,1
46401,GU,1,0,1,0,0,0
46414,R,0,1,0,0,0,0
46416,G,0,0,1,0,0,0
46418,R,0,1,0,0,0,0
46420,G,0,0,1,0,0,0
46423,,0,0,0,0,0,1
46428,R,0,1,0,0,0,0
46431,GR,0,1,1,0,0,0
46441,W,0,0,0,1,0,0
46446,GW,0,0,1,1,0,0
46457,G,0,0,1,0,0,0
46464,,0,0,0,0,0,1
46472,,0,0,0,0,0,1
46475,W,0,0,0,1,0,0
46476,R,0,1,0,0,0,0
46490,G,0,0,1,0,0,0
46491,G,0,0,1,0,0,0
46502,B,0,0,0,0,1,0
46504,W,0,0,0,1,0,0
46509,G,0,0,1,0,0,0
46511,R,0,1,0,0,0,0
46514,,0,0,0,0,0,1
46518,GU,1,0,1,0,0,0
46521,W,0,0,0,1,0,0
46525,U,1,0,0,0,0,0
46527,BU,1,0,0,0,1,0
46531,W,0,0,0,1,0,0
46537,R,0,1,0,0,0,0
46538,B,0,0,0,0,1,0
46545,BR,0,1,0,0,1,0
46549,R,0,1,0,0,0,0
46551,,0,0,0,0,0,1
46556,,0,0,0,0,0,1
46563,U,1,0,0,0,0,0
46564,B,0,0,0,0,1,0
46565,G,0,0,1,0,0,0
46567,BR,0,1,0,0,1,0
46570,W,0,0,0,1,0,0
46571,GR,0,1,1,0,0,0
46572,,0,0,0,0,0,1
46575,R,0,1,0,0,0,0
46588,B,0,0,0,0,1,0
46593,R,0,1,0,0,0,0
46612,,0,0,0,0,0,1
46613,R,0,1,0,0,0,0
46622,B,0,0,0,0,1,0
46623,W,0,0,0,1,0,0
46626,G,0,0,1,0,0,0
46627,R,0,1,0,0,0,0
46631,W,0,0,0,1,0,0
46632,,0,0,0,0,0,1
46640,R,0,1,0,0,0,0
46644,G,0,0,1,0,0,0
46650,,0,0,0,0,0,1
46652,G,0,0,1,0,0,0
46654,B,0,0,0,0,1,0
46658,UW,1,0,0,1,0,0
46662,U,1,0,0,0,0,0
46671,B,0,0,0,0,1,0
46672,U,1,0,0,0,0,0
46675,B,0,0,0,0,1,0
46677,B,0,0,0,0,1,0
46679,G,0,0,1,0,0,0
46683,B,0,0,0,0,1,0
46695,R,0,1,0,0,0,0
46697,,0,0,0,0,0,1
46718,R,0,1,0,0,0,0
46731,BU,1,0,0,0,1,0
46734,W,0,0,0,1,0,0
46744,W,0,0,0,1,0,0
46745,GW,0,0,1,1,0,0
46754,R,0,1,0,0,0,0
46755,W,0,0,0,1,0,0
46757,R,0,1,0,0,0,0
46763,BGRUW,1,1,1,1,1,0
46771,GU,1,0,1,0,0,0
46777,G,0,0,1,0,0,0
46779,G,0,0,1,0,0,0
46780,R,0,1,0,0,0,0
46787,G,0,0,1,0,0,0
46791,R,0,1,0,0,0,0
46793,,0,0,0,0,0,1
46795,B,0,0,0,0,1,0
46798,B,0,0,0,0,1,0
46803,,0,0,0,0,0,1
46806,G,0,0,1,0,0,0
46811,U,1,0,0,0,0,0
46812,GR,0,1,1,0,0,0
46814,R,0,1,0,0,0,0
46818,U,1,0,0,0,0,0
46822,R,0,1,0,0,0,0
46827,,0,0,0,0,0,1
46832,U,1,0,0,0,0,0
46834,W,0,0,0,1,0,0
46836,,0,0,0,0,0,1
46837,W,0,0,0,1,0,0
46838,B,0,0,0,0,1,0
46844,W,0,0,0,1,0,0
46845,R,0,1,0,0,0,0
46855,RU,1,1,0,0,0,0
