,types
56006,['Enchantment']
56009,['Creature']
56012,['Creature']
56015,['Instant']
56017,['Token' 'Creature']
56019,['Creature']
56022,['Artifact']
56029,['Creature']
56030,['Creature']
56036,['Creature']
56046,['Creature']
56049,['Creature']
56051,['Instant']
56055,['Creature']
56056,['Creature']
56057,['Card']
56070,['Enchantment' 'Creature']
56076,['Artifact']
56079,['Creature']
56084,['Creature']
56085,['Creature']
56086,['Creature']
56089,['Creature']
56093,['Creature']
56099,['Enchantment']
56104,['Creature']
56122,['Card']
56127,['Creature']
56131,['Planeswalker']
56133,['Sorcery']
56136,['Creature']
56147,['Instant']
56153,['Creature']
56158,['Creature']
56166,['Creature']
56167,['Artifact']
56178,['Planeswalker']
56179,['Creature']
56189,['Sorcery']
56194,['Artifact']
56197,['Enchantment']
56203,['Enchantment']
56204,['Creature']
56210,['Plane']
56216,['Enchantment']
56217,['Artifact' 'Creature']
56224,['Creature']
56227,['Card']
56228,['Creature']
56232,['Creature']
56237,['Creature']
56244,['Enchantment']
56245,['Creature']
56250,['Instant']
56251,['Creature']
56260,['Creature']
56266,['Instant']
56270,['Creature']
56272,['Land']
56276,['Sorcery']
56277,['Artifact' 'Creature']
56284,['Creature']
56288,['Instant']
56297,['Artifact']
56300,['Creature']
56304,['Creature']
56308,['Instant']
56319,['Creature']
56320,['Instant']
56323,['Creature']
56327,['Artifact' 'Creature']
56328,['Creature']
56331,['Land']
56333,['Instant']
56335,['Card']
56336,['Instant']
56340,['Creature']
56346,['Creature']
56348,['Creature']
56360,['Creature']
56361,['Instant']
56363,['Sorcery']
56371,['Creature']
56373,['Creature']
56381,['Creature']
56386,['Sorcery']
56388,['Sorcery']
56392,['Creature']
56403,['Artifact' 'Creature']
56404,['Artifact']
56409,['Creature']
56410,['Creature']
56412,['Card']
56414,['Sorcery']
56419,['Enchantment']
56428,['Enchantment']
56433,['Creature']
56438,['Creature']
56442,['Creature']
56445,['Creature']
56447,['Creature']
56457,['Stickers']
56464,['Artifact']
56465,['Creature']
56466,['Creature']
56470,['Creature']
56475,['Enchantment']
56477,['Enchantment']
56483,['Creature']
56491,['Creature']
56500,['Instant']
56506,['Creature']
56507,['Artifact']
56514,['Enchantment']
56517,['Creature']
56523,['Instant']
56533,['Enchantment']
56537,['Artifact' 'Creature']
56538,['Creature']
56551,['Instant']
56552,['Creature']
56560,['Creature']
56565,['Sorcery']
56569,['Creature']
56579,['Sorcery']
56586,['Artifact']
56588,['Creature']
56591,['Creature']
56603,['Creature']
56606,['Creature']
56610,['Enchantment']
56611,['Enchantment']
56615,['Instant']
56624,['Card']
56625,['Instant']
56630,['Planeswalker']
56633,['Creature']
56634,['Creature']
56637,['Enchantment']
56641,['Artifact']
56642,['Enchantment']
56645,['Creature']
56646,['Token' 'Creature']
56650,['Creature']
56655,['Emblem']
56664,['Instant']
56671,['Land']
56673,['Instant']
56678,['Creature']
56681,['Creature']
56685,['Creature']
56686,['Instant']
56689,['Instant']
56693,['Artifact' 'Creature']
56695,['Artifact' 'Creature']
56696,['Land']
56698,['Creature']
56700,['Creature']
56703,['Instant']
56712,['Creature']
56715,['Creature']
56716,['Instant']
56719,['Sorcery']
56720,['Sorcery']
56721,['Artifact' 'Creature']
56727,['Sorcery']
56737,['Enchantment']
56739,['Creature']
56740,['Scheme']
56746,['Artifact']
56760,['Creature']
56764,['Enchantment']
56766,['Creature']
56770,['Sorcery']
56777,['Instant']
56780,['Vanguard']
56781,['Creature']
56786,['Artifact']
56800,['Creature']
56802,['Creature']
56803,['Creature']
56812,['Instant']
56814,['Creature']
56819,['Enchantment']
56824,['Instant']
56842,['Card']
56846,['Enchantment']
56859,['Card']
56869,['Enchantment']
56870,['Creature']
56879,['Artifact' 'Creature']
56881,['Creature']
56883,['Land']
56884,['Creature']
56888,['Creature']
56900,['Creature']
56911,['Instant']
56913,['Instant']
56914,['Creature']
56919,['Creature']
56921,['Creature']
56923,['Creature']
56925,['Creature']
56926,['Creature']
56932,['Enchantment']
56940,['Instant']
56943,['Creature']
56952,['Creature']
56956,['Stickers']
56960,['Creature']
56966,['Creature']
56972,['Artifact']
56982,['Creature']
56987,['Instant']
56988,['Creature']
56993,['Land']
56994,['Creature']
57005,['Enchantment']
57007,['Creature']
57011,['Instant']
57012,['Creature']
57033,['Creature']
57034,['Sorcery']
57035,['Sorcery']
57036,['Enchantment']
57043,['Creature']
57045,['Creature']
57047,['Sorcery']
57049,['Land']
57057,['Creature']
57060,['Sorcery']
57063,['Creature']
57073,['Instant']
57076,['Enchantment']
57082,['Sorcery']
57084,['Creature']
57087,['Sorcery']
57090,['Instant']
57092,['Sorcery']
57099,['Creature']
57102,['Card']
57108,['Creature']
57109,['Instant']
57114,['Instant']
57120,['Creature']
57124,['Creature']
57131,['Creature']
57132,['Card']
57134,['Card']
57140,['Creature']
57143,['Creature']
57148,['Token' 'Artifact']
57155,['Artifact' 'Creature']
57160,['Artifact' 'Creature']
57161,['Creature']
57162,['Creature']
57168,['Sorcery']
57181,['Enchantment']
57182,['Sorcery']
57189,['Tribal' 'Sorcery']
57192,['Land']
57198,['Enchantment' 'Creature']
57200,['Instant']
57204,['Sorcery']
57205,['Creature']
57207,['Creature']
57210,['Creature']
57220,['Creature']
57221,['Instant']
57226,['Enchantment']
57230,['Creature']
57232,['Creature']
57233,['Creature']
57235,['Creature']
57237,['Enchantment']
57255,['Creature']
57257,['Creature']
57259,['Creature']
57260,['Artifact']
57273,['Artifact' 'Creature']
57276,['Creature']
57289,['Artifact']
57293,['Artifact']
57294,['Creature']
57296,['Creature']
57297,['Creature']
57306,['Artifact' 'Creature']
57322,['Sorcery']
57326,['Enchantment']
57331,['Creature']
57335,['Creature']
57336,['Creature']
57339,['Sorcery']
57348,['Instant']
57349,['Creature']
57353,['Creature']
57362,['Instant']
57366,['Instant']
57373,['Creature']
57376,['Creature']
57377,['Vanguard']
57386,['Card']
57390,['Land']
57391,['Artifact' 'Creature']
57397,['Creature']
57399,['Instant']
57414,['Creature']
57420,['Instant']
57421,['Creature']
57424,['Creature']
57426,['Land']
57436,['Creature']
57437,['Creature']
57441,['Creature']
57459,['Creature']
57465,['Creature']
57467,['Creature']
57471,['Enchantment']
57473,['Creature']
57486,['Creature']
57492,['Sorcery']
57493,['Artifact']
57496,['Tribal' 'Instant']
57507,['Creature']
57508,['Enchantment']
57518,['Creature']
57522,['Instant']
57524,['Instant']
57526,['Creature']
57527,['Creature']
57560,['Artifact']
57569,['Creature']
57570,['Instant']
57574,['Enchantment']
57577,['Enchantment']
57580,['Creature']
57581,['Artifact']
57583,['Creature']
57585,['Creature']
57587,['Creature']
57591,['Sorcery']
57593,['Creature']
57601,['Emblem']
57604,['Creature']
57606,['Artifact']
57608,['Sorcery']
57610,['Creature']
57612,['Creature']
57615,['Card']
57630,['Sorcery']
57637,['Emblem']
57653,['Tribal' 'Instant']
57666,['Enchantment']
57670,['Creature']
57672,['Creature']
57676,['Creature']
57678,['Card']
57679,['Card']
57687,['Enchantment']
57692,['Creature']
57694,['Creature']
57700,['Instant']
57702,['Creature']
57706,['Enchantment']
57710,['Enchantment']
57712,['Creature']
57714,['Creature']
57736,['Artifact' 'Creature']
57742,['Creature']
57752,['Creature']
57753,['Instant']
57764,['Creature']
57776,['Sorcery']
57777,['Creature']
57785,['Instant']
57790,['Creature']
57792,['Creature']
57798,['Artifact']
57800,['Instant']
57803,['Sorcery']
57804,['Creature']
57805,['Creature']
57814,['Sorcery']
57816,['Creature']
57819,['Sorcery']
57820,['Scheme']
57821,['Instant']
57823,['Creature']
57829,['Sorcery']
57830,['Creature']
57847,['Creature']
57850,['Sorcery']
57852,['Artifact']
57865,['Sorcery']
57866,['Artifact' 'Creature']
57868,['Sorcery']
57872,['Sorcery']
57873,['Creature']
57877,['Artifact']
57880,['Instant']
57890,['Enchantment']
57891,['Instant']
57893,['Artifact']
57899,['Instant']
57911,['Enchantment']
57916,['Sorcery']
57919,['Artifact']
57921,['Creature']
57923,['Artifact']
57935,['Creature']
57937,['Tribal' 'Enchantment']
57941,['Artifact']
57955,['Instant']
57958,['Sorcery']
57966,['Creature']
57967,['Creature']
57972,['Sorcery']
57977,['Artifact']
58010,['Artifact']
58014,['Creature']
58020,['Emblem']
58028,['Creature']
58041,['Creature']
58043,['Enchantment' 'Creature']
58045,['Creature']
58046,['Vanguard']
58048,['Card']
58054,['Sorcery']
58063,['Creature']
58067,['Artifact']
58081,['Creature']
58086,['Creature']
58097,['Instant']
58101,['Creature']
58104,['Instant']
58105,['Creature']
58110,['Enchantment']
58115,['Artifact']
58119,['Creature']
58129,['Planeswalker']
58132,['Instant']
58134,['Enchantment']
58141,['Creature']
58145,['Instant']
58147,['Card']
58149,['Instant']
58155,['Instant']
58157,['Creature']
58159,['Creature']
58161,['Stickers']
58164,['Artifact']
58165,['Enchantment']
58169,['Creature']
58171,['Sorcery']
58172,['Creature']
58175,['Creature']
58185,['Creature']
58187,['Sorcery']
58197,['Instant']
58198,['Sorcery']
58202,['Creature']
58212,['Creature']
58221,['Creature']
58229,['Enchantment']
58235,['Creature']
58237,['Creature']
58238,['Creature']
58239,['Creature']
58244,['Creature']
58246,['Creature']
58250,['Card']
58262,['Creature']
58265,['Land']
58266,['Instant']
58269,['Creature']
58271,['Enchantment']
58279,['Artifact']
58283,['Creature']
58285,['Enchantment']
58291,['Sorcery']
58292,['Creature']
58293,['Creature']
58305,['Creature']
58319,['Creature']
58320,['Enchantment']
58326,['Creature']
58331,['Enchantment']
58339,['Sorcery']
58348,['Creature']
58350,['Creature']
58353,['Creature']
58356,['Artifact']
58365,['Card']
58370,['Creature']
58372,['Card']
58373,['Sorcery']
58374,['Sorcery']
58386,['Artifact']
58388,['Enchantment']
58395,['Creature']
58399,['Creature']
58400,['Creature']
58402,['Artifact']
58412,['Sorcery']
58420,['Tribal' 'Sorcery']
58426,['Creature']
58427,['Sorcery']
58430,['Artifact']
58433,['Creature']
58435,['Instant']
58438,['Land']
58445,['Instant']
58446,['Sorcery']
58447,['Stickers']
58448,['Creature']
58449,['Sorcery']
58453,['Creature']
58476,['Instant']
58483,['Sorcery']
58496,['Artifact' 'Creature']
58505,['Creature']
58515,['Creature']
58516,['Creature']
58550,['Creature']
58557,['Creature']
58558,['Enchantment']
58560,['Creature']
58564,['Enchantment']
58566,['Instant']
58569,['Instant']
58574,['Sorcery']
58575,['Creature']
58580,['Creature']
58591,['Instant']
58602,['Sorcery']
58624,['Creature']
58627,['Creature']
58634,['Enchantment']
58645,['Enchantment']
58646,['Creature']
58652,['Creature']
58654,['Creature']
58655,['Instant']
58663,['Creature']
58678,['Token' 'Artifact' 'Creature']
58680,['Creature']
58692,['Creature']
58701,['Creature']
58705,['Creature']
58708,['Creature']
58712,['Instant']
58713,['Artifact']
58716,['Creature']
58723,['Sorcery']
58726,['Enchantment']
58730,['Instant']
58732,['Creature']
58734,['Creature']
58736,['Token' 'Creature']
58744,['Creature']
58747,['Creature']
58762,['Enchantment']
58768,['Instant']
58769,['Creature']
58770,['Artifact']
58772,['Sorcery']
58774,['Creature']
58784,['Creature']
58789,['Instant']
58790,['Creature']
58792,['Sorcery']
58795,['Instant']
58800,['Sorcery']
58802,['Creature']
58809,['Planeswalker']
58812,['Creature']
58832,['Instant']
58833,['Creature']
58834,['Creature']
58838,['Artifact']
58840,['Creature']
58845,['Enchantment']
58851,['Enchantment']
58855,['Sorcery']
58858,['Enchantment']
58862,['Instant']
58867,['Creature']
58868,['Creature']
58872,['Scheme']
58875,['Vanguard']
58877,['Emblem']
58880,['Creature']
58889,['Creature']
58890,['Creature']
58893,['Creature']
58900,['Land']
58901,['Enchantment']
58905,['Instant']
58907,['Instant']
58913,['Creature']
58917,['Enchantment']
58918,['Enchantment']
58919,['Creature']
58923,['Creature']
58924,['Creature']
58927,['Enchantment']
58933,['Sorcery']
58940,['Creature']
58946,['Enchantment' 'Creature']
58955,['Creature']
58956,['Creature']
58957,['Artifact' 'Creature']
58958,['Creature']
58962,['Instant']
58966,['Card']
58978,['Sorcery']
58980,['Creature']
58983,['Creature']
58997,['Sorcery']
58998,['Enchantment']
58999,['Creature']
59002,['Enchantment']
59004,['Creature']
59005,['Creature']
59016,['Creature']
59017,['Creature']
59018,['Instant']
59026,['Creature']
59028,['Creature']
59031,['Artifact']
59040,['Creature']
59042,['Sorcery']
59044,['Instant']
59051,['Creature']
59062,['Sorcery']
59071,['Creature']
59072,['Creature']
59073,['Instant']
59087,['Land']
59089,['Creature']
59091,['Instant']
59102,['Creature']
59105,['Sorcery']
59106,['Land']
59107,['Enchantment']
59109,['Sorcery']
59112,['Instant']
59113,['Enchantment']
59116,['Creature']
59118,['Enchantment']
59129,['Instant']
59131,['Artifact' 'Creature']
59133,['Creature']
59134,['Creature']
59143,['Instant']
59145,['Sorcery']
59150,['Planeswalker']
59151,['Creature']
59155,['Sorcery']
59163,['Instant']
59164,['Instant']
59169,['Creature']
59182,['Instant']
59184,['Creature']
59191,['Creature']
59205,['Creature']
59207,['Creature']
59210,['Creature']
59215,['Creature']
59217,['Creature']
59218,['Creature']
59222,['Card']
59226,['Creature']
59233,['Artifact']
59236,['Creature']
59237,['Instant']
59239,['Instant']
59240,['Creature']
59255,['Instant']
59260,['Creature']
59262,['Instant']
59270,['Creature']
59274,['Instant']
59284,['Creature']
59293,['Creature']
59297,['Creature']
59299,['Sorcery']
59301,['Creature']
59303,['Creature']
59307,['Creature']
59309,['Instant']
59313,['Sorcery']
59323,['Instant']
59328,['Enchantment']
59334,['Creature']
59340,['Creature']
59341,['Instant']
59353,['Creature']
59357,['Artifact']
59362,['Hero']
59363,['Card']
59364,['Sorcery']
59367,['Instant']
59371,['Creature']
59373,['Instant']
59377,['Creature']
59378,['Artifact']
59379,['Instant']
59381,['Artifact' 'Creature']
59389,['Enchantment']
59392,['Hero' 'Artifact']
59395,['Card']
59396,['Enchantment']
59408,['Card']
59419,['Enchantment']
59421,['Creature']
59422,['Creature']
59434,['Artifact' 'Creature']
59438,['Tribal' 'Enchantment']
59439,['Creature']
59443,['Creature']
59445,['Artifact']
59450,['Instant']
59452,['Card']
59454,['Card']
59466,['Creature']
59472,['Creature']
59477,['Sorcery']
59482,['Creature']
59484,['Sorcery']
59485,['Instant']
59486,['Creature']
59487,['Creature']
59488,['Creature']
59504,['Creature']
59509,['Instant']
59513,['Instant']
59515,['Enchantment']
59528,['Creature']
59529,['Creature']
59537,['Creature']
59539,['Sorcery']
59540,['Creature']
59553,['Creature']
59556,['Creature']
59559,['Tribal' 'Artifact']
59577,['Instant']
59580,['Enchantment']
59582,['Artifact']
59590,['Creature']
59598,['Tribal' 'Sorcery']
59601,['Creature']
59602,['Creature']
59605,['Card']
59606,['Creature']
59609,['Creature']
59610,['Artifact' 'Creature']
59617,['Instant']
59619,['Creature']
59622,['Instant']
59625,['Creature']
59627,['Enchantment']
59634,['Creature']
59636,['Sorcery']
59642,['Enchantment']
59646,['Creature']
59662,['Creature']
59667,['Creature']
59678,['Artifact']
59684,['Creature']
59685,['Instant']
59689,['Artifact']
59698,['Creature']
59706,['Creature']
59709,['Creature']
59715,['Enchantment']
59721,['Creature']
59727,['Sorcery']
59730,['Scheme']
59733,['Creature']
59737,['Creature']
59738,['Creature']
59739,['Enchantment']
59745,['Creature']
59746,['Creature']
59750,['Creature']
59762,['Sorcery']
59769,['Sorcery']
59779,['Creature']
59785,['Artifact']
59792,['Sorcery']
59793,['Creature']
59796,['Sorcery']
59798,['Card']
59799,['Sorcery']
59801,['Instant']
59808,['Creature']
59814,['Creature']
59817,['Artifact' 'Creature']
59820,['Creature']
59826,['Creature']
59827,['Instant']
59829,['Creature']
59832,['Enchantment']
59834,['Land']
59842,['Land']
59845,['Instant']
59850,['Vanguard']
59851,['Enchantment']
59853,['Card']
59856,['Instant']
59857,['Emblem']
59858,['Plane']
59861,['Creature']
59864,['Enchantment']
59873,['Enchantment']
59877,['Creature']
59881,['Creature']
59883,['Planeswalker']
59885,['Enchantment']
59888,['Sorcery']
59891,['Creature']
59892,['Creature']
59908,['Creature']
59912,['Creature']
59914,['Creature']
59915,['Creature']
59917,['Instant']
59920,['Enchantment']
59921,['Creature']
59926,['Card']
59927,['Sorcery']
59933,['Creature']
59936,['Sorcery']
59938,['Creature']
59940,['Creature']
59942,['Artifact']
59949,['Creature']
59953,['Sorcery']
59958,['Instant']
59964,['Instant']
59966,['Sorcery']
59972,['Creature']
59985,['Creature']
59986,['Creature']
59990,['Creature']
59993,['Instant']
59994,['Creature']
59996,['Artifact']
60000,['Planeswalker']
60001,['Artifact' 'Creature']
60013,['Sorcery']
60021,['Card']
60030,['Card']
60033,['Creature']
60034,['Creature']
60035,['Card']
60039,['Creature']
60040,['Sorcery']
60041,['Sorcery']
60049,['Creature']
60055,['Creature']
60057,['Creature']
60066,['Enchantment']
60070,['Creature']
60080,['Creature']
60084,['Creature']
60087,['Creature']
60090,['Enchantment']
60096,['Enchantment']
60104,['Enchantment']
60109,['Land']
60113,['Enchantment']
60118,['Token' 'Creature']
60120,['Artifact' 'Creature']
60124,['Artifact']
60125,['Creature']
60132,['Artifact']
60140,['Artifact']
60151,['Creature']
60159,['Creature']
60163,['Creature']
60184,['Creature']
60187,['Creature']
60188,['Artifact']
60194,['Creature']
60198,['Artifact']
60204,['Creature']
60206,['Creature']
60210,['Instant']
60211,['Sorcery']
60219,['Creature']
60220,['Enchantment']
60227,['Creature']
60237,['Creature']
60238,['Creature']
60243,['Creature']
